VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_608,AR-MA-Bruzzone-Gordin-Sebastian-Los-Angeles-del-Fango-0608-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Los-Angeles-del-Fango-0608-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Los Angeles del Fango,,,,,"Escenas con diferentes personajes, salvando obras de arte","Scenes with different characters, saving works of art.",34 cm x 120 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_608",-34.60,-58.38,i_0608-00,"imageOf w_608, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-Angeles-del-Fango-0608-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-Angeles-del-Fango-0608-00-ES.jpg,Los Angeles del Fango,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Escenas con diferentes personajes, salvando obras de arte","Scenes with different characters, saving works of art.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_608, Bruzzone Database",w_608
w_908,AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-1-0908-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-1-0908-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Los hombres de la Tierra 1,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],"Hombre astronauta, con leyendas","Astronaut man, with legends",34 cm x 22 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_908",-34.60,-58.38,i_0908-00,"imageOf w_908, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-1-0908-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-1-0908-00-ES.jpg,Los hombres de la Tierra 1,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,"Hombre astronauta, con leyendas","Astronaut man, with legends",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_908, Bruzzone Database",w_908
w_909,AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-La-tripulacion-0909-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-La-tripulacion-0909-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Los hombres de la Tierra – La tripulación,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],"Tres caras de hombres astronautas, con leyenda","Three faces of male astronauts, with captions",34 cm x 22 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_909",-34.60,-58.38,i_0909-00,"imageOf w_909, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-La-tripulacion-0909-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Los-hombres-de-la-Tierra-La-tripulacion-0909-00-ES.jpg,Los hombres de la Tierra – La tripulación,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,"Tres caras de hombres astronautas, con leyenda","Three faces of male astronauts, with captions",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_909, Bruzzone Database",w_909
w_911,AR-MA-Bruzzone-Gordin-Sebastian-Luis-aproximandose-a-la-1-de-la-manana-0911-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Luis-aproximandose-a-la-1-de-la-manana-0911-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Luis (aproximándose a la 1 de la mañana),dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Un personaje con sombrero y leyenda en tres diferentes posiciones,A character with hat and caption in three different positions,34 cm x 22 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_911",-34.60,-58.38,i_0911-00,"imageOf w_911, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Luis-aproximandose-a-la-1-de-la-manana-0911-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Luis-aproximandose-a-la-1-de-la-manana-0911-00-ES.jpg,Luis (aproximándose a la 1 de la mañana),Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,Un personaje con sombrero y leyenda en tres diferentes posiciones,A character with hat and caption in three different positions,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_911, Bruzzone Database",w_911
w_560,AR-MA-Bruzzone-Gordin-Sebastian-Monflanquin-0560-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Monflanquin-0560-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Monflanquin,,,,,Postal de una ciudad y un prendedor de la misma,Postcard of a city and a pin of the same city,10 cm x 15 cm (Postal); 2 cm x 1.5 cm (Prendedor),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_560",-34.60,-58.38,i_0560-00,"imageOf w_560, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Monflanquin-0560-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Monflanquin-0560-00-ES.jpg,Monflanquin,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Postal de una ciudad y un prendedor de la misma,Postcard of a city and a pin of the same city,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_560, Bruzzone Database",w_560
w_336,AR-MA-Bruzzone-Gordin-Sebastian-Muestra-Casal-de-Catalunya-0336-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Muestra-Casal-de-Catalunya-0336-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Muestra Casal de Catalunya,,,,,Catálogo de la muestra con diferentes ilustraciones y leyendas,Catalog of the exhibition with different illustrations and captions,27 cm x 36 cm,1990 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_336",-34.60,-58.38,i_0336-00,"imageOf w_336, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Muestra-Casal-de-Catalunya-0336-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Muestra-Casal-de-Catalunya-0336-00-ES.jpg,Muestra Casal de Catalunya,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Catálogo de la muestra con diferentes ilustraciones y leyendas,Catalog of the exhibition with different illustrations and captions,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_336, Bruzzone Database",w_336
w_903,AR-MA-Bruzzone-Gordin-Sebastian-Osos-polares-0903-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Osos-polares-0903-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Osos polares,,,,,"Cuatro osos, uno haciendo malabares, gente mirando y montañas de fondo","Four bears, one juggling, people watching and mountains in the background.",14.5 cm x 24.5 cm,1988 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_903",-34.60,-58.38,i_0903-00,"imageOf w_903, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Osos-polares-0903-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Osos-polares-0903-00-ES.jpg,Osos polares,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Cuatro osos, uno haciendo malabares, gente mirando y montañas de fondo","Four bears, one juggling, people watching and mountains in the background.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_903, Bruzzone Database",w_903
w_538,AR-MA-Bruzzone-Gordin-Sebastian-Pan-Am-Liquid-Meals-0538-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Pan-Am-Liquid-Meals-0538-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Pan Am Liquid Meals,,,,,Bandeja con 8 recipientes de comidas líquidas,Tray with 8 liquid food containers,47.5 cm x 25 cm x 4.5 cm,2001 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_538",-34.60,-58.38,i_0538-00,"imageOf w_538, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Pan-Am-Liquid-Meals-0538-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Pan-Am-Liquid-Meals-0538-00-ES.jpg,Pan Am Liquid Meals,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Bandeja con 8 recipientes de comidas líquidas,Tray with 8 liquid food containers,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_538, Bruzzone Database",w_538
w_1594,AR-MA-Bruzzone-Gordin-Sebastian-Para-colorear-1594-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Para-colorear-1594-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",para colorear,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],papel (producto de fibra) [aat:300014109]; tinta [aat:300015012],paper (fiber product) [aat:300014109]; ink [aat:300015012],Dibujos del artista para colorear,Drawings of the artist to color,24 cm x 17 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1594",-34.60,-58.38,i_1594-00,"imageOf w_1594, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Para-colorear-1594-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Para-colorear-1594-00-ES.jpg,para colorear,Martin Gersbach; Museos Abiertos,impresión (estampa individual) [aat:300178549]; papel (producto de fibra) [aat:300014109]; tinta [aat:300015012]; Argentinean; Contemporary,impressions (prints) [aat:300178549]; paper (fiber product) [aat:300014109]; ink [aat:300015012]; Argentinean; Contemporary,Dibujos del artista para colorear,Drawings of the artist to color,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],papel (producto de fibra) [aat:300014109]; tinta [aat:300015012],paper (fiber product) [aat:300014109]; ink [aat:300015012],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1594, Bruzzone Database",w_1594
w_905,AR-MA-Bruzzone-Gordin-Sebastian-Ping-pong-0905-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Ping-pong-0905-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Ping pong,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Dos personajes jugando ping pong,Two characters playing ping pong,23.5 cm x 34.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_905",-34.60,-58.38,i_0905-00,"imageOf w_905, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Ping-pong-0905-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Ping-pong-0905-00-ES.jpg,Ping pong,Martin Gersbach; Museos Abiertos,serigrafía [aat:300053281]; papel (producto de fibra) [aat:300014109]; Argentinean; Contemporary,screen printing [aat:300053281]; paper (fiber product) [aat:300014109]; Argentinean; Contemporary,Dos personajes jugando ping pong,Two characters playing ping pong,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_905, Bruzzone Database",w_905
w_202,AR-MA-Bruzzone-Gordin-Sebastian-Piso-0202-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Piso-0202-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Piso,objeto [aat:300311889],objects [aat:300311889],madera contrachapada [aat:300012849],plywood [aat:300012849],"Piso de parquet en miniatura, con guarda","Miniature parquet floor, with guard",31 cm x 41 cm x 4.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_202",-34.60,-58.38,i_0202-00,"imageOf w_202, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Piso-0202-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Piso-0202-00-ES.jpg,Piso,Martin Gersbach; Museos Abiertos,objeto [aat:300311889]; madera contrachapada [aat:300012849]; Argentinean; Contemporary,objects [aat:300311889]; plywood [aat:300012849]; Argentinean; Contemporary,"Piso de parquet en miniatura, con guarda","Miniature parquet floor, with guard",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto [aat:300311889],objects [aat:300311889],madera contrachapada [aat:300012849],plywood [aat:300012849],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_202, Bruzzone Database",w_202
w_335,AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-I-0335-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-I-0335-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Resto del Mundo I,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Siete dibujos de jugadas de fútbol con Gordijugadores,Seven drawings of soccer plays with Gordijugadores,35 cm x 41 cm,1999 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_335",-34.60,-58.38,i_0335-00,"imageOf w_335, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-I-0335-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-I-0335-00-ES.jpg,Resto del Mundo I,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; Argentinean; Contemporary,Siete dibujos de jugadas de fútbol con Gordijugadores,Seven drawings of soccer plays with Gordijugadores,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_335, Bruzzone Database",w_335
w_334,AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-II-0334-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-II-0334-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Resto del Mundo II,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Cinco dibujos de jugadas de fútbol con Gordijugadores,Five drawings of soccer plays with Gordijugadores,35 cm x 41 cm,1999 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_334",-34.60,-58.38,i_0334-00,"imageOf w_334, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-II-0334-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Resto-del-Mundo-II-0334-00-ES.jpg,Resto del Mundo II,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; Argentinean; Contemporary,Cinco dibujos de jugadas de fútbol con Gordijugadores,Five drawings of soccer plays with Gordijugadores,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_334, Bruzzone Database",w_334
